ds,y
2020-03-22,1.8016181
2020-03-23,4.5092607
2020-03-24,3.7276542
2020-03-25,5.1985908
2020-03-26,0.8097935
2020-03-27,2.2983046
2020-03-28,2.2874389
2020-03-29,13.335663
2020-03-30,6.370847
2020-03-31,2.1473234
2020-04-01,2.833744
2020-04-02,3.6140203
2020-04-03,5.357706
2020-04-04,2.6593277
2020-04-05,1.9911939
2020-04-06,1.8001332
2020-04-07,1.6572005
2020-04-08,0.11675463
2020-04-09,0.09969219
2020-04-10,2.5386493
2020-04-11,1.9876462
2020-04-12,2.1469338
2020-04-13,0.30005544
2020-04-14,0.76160175
2020-04-15,3.1371603
2020-04-16,25.29775
2020-04-17,6.4623904
2020-04-18,8.726011
2020-04-19,3.7774389
2020-04-20,7.9668374
2020-04-21,7.5217404
2020-04-22,5.252689
2020-04-23,4.4389806
2020-04-24,3.127515
2020-04-25,6.6173687
2020-04-26,13.765045
2020-04-27,2.5500023
2020-04-28,0.74627703
2020-04-29,0.8164074
2020-04-30,8.854476
2020-05-01,1.7923441
2020-05-02,1.1363906
2020-05-03,1.1862937
2020-05-04,0.870231
2020-05-05,2.8677676
2020-05-06,2.154518
2020-05-07,0.35983512
2020-05-08,0.11837383
2020-05-09,3.1392143
2020-05-10,1.9900063
2020-05-11,2.4752634
2020-05-12,3.3236778
2020-05-13,4.1310945
2020-05-14,4.8592224
2020-05-15,5.713419
2020-05-16,3.9712734
2020-05-17,2.9519615
2020-05-18,2.2193696
2020-05-19,3.5166943
2020-05-20,5.83005
2020-05-21,3.81229
2020-05-22,4.783237
2020-05-23,20.61484
2020-05-24,15.602993
2020-05-25,17.390259
2020-05-26,1.6315466
2020-05-27,1.1721812
2020-05-28,3.121399
2020-05-29,7.623741
2020-05-30,13.059598
2020-05-31,2.4712434
2020-06-01,2.2277772
2020-06-02,2.1793394
2020-06-03,1.429575
2020-06-04,2.3930085
2020-06-05,3.9019835
2020-06-06,6.8189545
2020-06-07,28.201883
2020-06-08,18.080229
2020-06-09,5.4810624
2020-06-10,7.8374934
2020-06-11,3.1895216
2020-06-12,2.9111776
2020-06-13,5.2731338
2020-06-14,6.501494
2020-06-15,9.71634
2020-06-16,3.3526068
2020-06-17,6.501814
2020-06-18,4.7314525
2020-06-19,36.444576
2020-06-20,3.931098
2020-06-21,3.6926033
2020-06-22,0.12879802
2020-06-23,1.6334921
2020-06-24,1.6503569
2020-06-25,1.9787112
2020-06-26,4.485495
2020-06-27,2.4619403
2020-06-28,8.386326
2020-06-29,1.2505126
