ds,mean,max,p90,p95
2021-04-09,4.251959,6.0327578,5.5293903,5.6596813
2021-04-10,5.6333184,10.537397,9.077312,10.269775
2021-04-11,7.3660064,11.585862,10.084029,10.725458
2021-04-12,2.5297282,4.1547813,3.6698768,4.007084
2021-04-13,4.226973,5.014678,4.834337,4.9264727
2021-04-14,10.825419,14.16419,13.155165,13.559788
2021-04-15,9.496252,11.822108,11.406397,11.639244
2021-04-16,2.3230026,4.133962,3.4392085,4.0300655
2021-04-17,9.094821,11.26078,10.934376,11.014786
2021-04-18,8.998901,11.149923,10.487283,10.839105
2021-04-19,2.6591263,4.063882,3.7517378,3.91245
2021-04-20,1.5865788,1.8315837,1.7770252,1.8150936
2021-04-21,0.77437854,0.9948499,0.90641975,0.98194146
2021-04-22,2.3702686,3.236788,3.1680257,3.1933224
2021-04-23,0.76675504,1.9561945,1.564095,1.7337797
2021-04-24,1.3590293,2.0536542,1.7589164,1.9215122
2021-04-25,1.9170252,3.0187035,2.875946,2.989907
2021-04-26,1.4461056,2.9990485,2.7380376,2.8268476
2021-04-27,2.4296725,2.8542423,2.8228896,2.851132
2021-04-28,3.6553128,4.6085186,4.384257,4.54984
2021-04-29,4.6525526,6.429945,5.852439,6.0237813
2021-04-30,4.0964866,6.858974,6.3424273,6.58089
2021-05-01,3.319357,5.265221,4.731599,4.841418
2021-05-02,2.5160534,4.389074,3.8402333,4.274736
2021-05-03,2.6940534,4.5862885,4.2257543,4.4174085
2021-05-04,4.2736034,6.281474,5.7734165,5.8949375
2021-05-05,2.284257,3.3670619,3.0006483,3.3090518
2021-05-06,3.158004,4.6884785,4.2681293,4.4091225
2021-05-07,1.9771982,2.7014925,2.3905897,2.4417434
2021-05-08,2.6152909,3.6168575,3.4882793,3.5415516
2021-05-09,3.340051,6.030103,5.259313,5.878592
2021-05-10,3.3396616,5.4049406,4.92778,5.209123
2021-05-11,2.82802,5.0412507,4.141188,4.748386
2021-05-12,7.184213,9.508436,8.47758,8.780051
2021-05-13,16.790634,19.766584,19.251383,19.33865
2021-05-14,10.071023,14.199112,13.501626,13.625803
2021-05-15,2.11176,2.6727014,2.4790523,2.5232542
2021-05-16,0.30927876,0.84105754,0.7191042,0.82630426
2021-05-17,1.0538079,2.1377459,1.8063538,1.8439641
2021-05-18,4.9854426,10.644467,10.230508,10.631217
2021-05-19,3.9329681,6.776655,6.3648615,6.601177
2021-05-20,1.1922127,1.4892101,1.4423165,1.4610249
2021-05-21,3.323223,5.0114284,4.7293773,4.8868723
2021-05-22,0.6979025,1.2999773,1.1750102,1.2268108
2021-05-23,0.28601506,0.8137152,0.64521503,0.75717044
2021-05-24,2.3388565,2.9085,2.7786021,2.8643095
2021-05-25,0.590221,0.9407028,0.8400306,0.92418224
2021-05-26,1.9823469,2.6824708,2.5886626,2.6173007
2021-05-27,4.656109,6.096736,5.6649723,5.7419863
2021-05-28,4.4452233,5.7404966,5.6810627,5.713691
2021-05-29,0.8826852,1.3984628,1.2331142,1.2863746
2021-05-30,4.011883,9.33972,7.152708,8.754573
2021-05-31,3.8718998,5.0974116,4.8356876,5.058784
2021-06-01,1.8274808,3.48312,3.2751079,3.3840516
2021-06-02,1.0922546,1.8879995,1.6792204,1.7890944
2021-06-03,1.5838505,3.0248754,2.594401,2.7239435
2021-06-04,2.7998202,3.6863275,3.528444,3.5995324
2021-06-05,3.6471252,5.5424843,4.810135,5.0313845
2021-06-06,2.2567198,3.255304,2.963161,3.0946722
2021-06-07,1.5726103,2.3835971,2.3079767,2.3696024
2021-06-08,2.4093554,4.355441,3.7114952,3.9721265
2021-06-09,2.1602285,4.3207293,3.5221128,3.9202762
2021-06-10,2.0912833,3.5739093,3.16858,3.2802715
2021-06-11,1.2373766,2.3967178,2.142351,2.3501139
2021-06-12,0.18761058,0.68158656,0.5691029,0.6425718
2021-06-13,0.10228145,0.40104538,0.35032257,0.39849654
2021-06-14,2.781974,4.1340218,3.7707121,3.9465384
2021-06-15,2.5494936,4.1462603,3.8441944,3.969081
2021-06-16,2.2369854,6.1319685,5.344913,6.005666
2021-06-17,3.4386356,6.587678,5.537156,5.8357615
2021-06-18,22.44132,49.960125,33.550842,40.048527
2021-06-19,8.879189,14.603021,12.5839405,14.187314
2021-06-20,4.5539665,7.3959465,6.9008446,7.107497
2021-06-21,2.441163,3.8608575,3.5694435,3.7349536
2021-06-22,2.2530797,2.9510112,2.770131,2.888729
2021-06-23,3.5149744,6.280359,5.4181075,5.7213635
2021-06-24,11.941585,20.108896,17.710684,18.649393
2021-06-25,1.4774417,3.9682305,2.9956222,3.302762
2021-06-26,0.20681696,0.81029165,0.70119053,0.7981928
2021-06-27,4.427073,9.523641,7.5892076,8.715749
2021-06-28,0.9719143,1.7952094,1.4245086,1.6032225
2021-06-29,1.4372525,2.079317,1.8502325,1.9588867
2021-06-30,12.5071335,15.243526,14.79069,14.994965
2021-07-01,4.623257,7.6606274,6.634433,7.2507243
2021-07-02,3.8777974,4.7117395,4.6594076,4.708942
2021-07-03,5.782112,7.9563575,7.50252,7.7234316
2021-07-04,2.2976444,3.823309,3.4343731,3.5461679
2021-07-05,1.133331,2.443023,1.9032764,2.1075273
2021-07-06,1.301194,2.239864,2.0202544,2.0555305
2021-07-07,0.17248762,0.5340442,0.41407496,0.43009594
2021-07-08,2.7732284,4.6620817,4.0346794,4.5617056
2021-07-09,2.587074,3.5345144,3.2664185,3.4172308
2021-07-10,3.8450677,5.602538,5.3652873,5.5057316
2021-07-11,2.1620748,4.027213,3.2120714,3.329927
2021-07-12,3.4372494,4.6196227,4.2199945,4.2425904
2021-07-13,0.25661898,0.44429302,0.41357875,0.4241094
2021-07-14,3.071624,4.399711,3.96937,4.2569776
2021-07-15,2.3404326,3.4420893,3.1593647,3.2690687
2021-07-16,4.8154483,8.074659,7.367099,7.9827495
2021-07-17,6.886673,11.879369,10.220675,11.009595
2021-07-18,0.7233634,0.88178074,0.825721,0.8346301
2021-07-19,3.2057087,5.2436295,4.6501327,4.950821
2021-07-20,0.92327935,1.2664348,1.1600682,1.1985
2021-07-21,5.0381513,7.160757,5.974844,6.6721463
2021-07-22,2.7593336,3.5248585,3.4388871,3.500688
2021-07-23,2.748574,3.2751799,3.174611,3.2282987
2021-07-24,1.1867281,2.3326888,2.1890676,2.2703743
2021-07-25,4.94421,6.525691,5.9590697,6.285458
2021-07-26,4.348511,5.6430635,5.3326716,5.513947
2021-07-27,3.6778946,4.3491273,4.051307,4.1295404
2021-07-28,1.1388674,1.7977791,1.5318968,1.7370597
2021-07-29,0.28319007,0.35692057,0.34614033,0.3540709
2021-07-30,1.3633448,1.9249483,1.8516066,1.9134574
2021-07-31,3.4520042,4.882806,4.555543,4.7995696
2021-08-01,5.1775656,7.869597,6.712574,7.179625
2021-08-02,5.580103,9.091602,8.32508,8.743205
2021-08-03,4.996201,8.655194,7.728514,8.266002
2021-08-04,9.680787,16.697271,15.2372055,16.573318
2021-08-05,5.156668,11.635948,9.261187,10.068762
2021-08-06,1.4422183,2.1040015,1.843883,1.8689735
2021-08-07,4.25111,7.7123775,5.5387173,6.115958
2021-08-08,3.8651764,4.9811277,4.7900233,4.866245
2021-08-09,11.78617,19.589518,16.23455,17.58451
2021-08-10,11.001065,22.954157,18.955177,20.855429
2021-08-11,6.2335167,10.558357,8.681584,9.438581
2021-08-12,2.3978271,3.5772715,3.3537564,3.5043037
2021-08-13,1.1961124,1.78674,1.6711919,1.7573647
2021-08-14,1.043321,2.2148511,1.7591362,2.0436022
2021-08-15,1.6935936,3.2506065,2.7973936,3.0761282
2021-08-16,2.4989016,4.5020046,3.9908998,4.4241433
2021-08-17,3.1508713,4.055272,3.8128302,3.9914565
2021-08-18,2.182861,3.145986,2.765086,2.7928135
2021-08-19,4.1527123,4.8761883,4.767963,4.7823424
2021-08-20,3.9024832,4.632016,4.455873,4.5540347
2021-08-21,2.3410976,3.5915666,3.3766878,3.5257447
2021-08-22,5.3144526,7.72866,6.5101533,6.622137
2021-08-23,10.2507515,12.971216,12.591877,12.619322
2021-08-24,4.043179,6.6625295,5.435541,6.111655
2021-08-25,2.5524771,3.7737072,3.1368752,3.4878576
2021-08-26,3.0067966,3.9806905,3.4662275,3.6600332
2021-08-27,1.2343454,1.7375085,1.6196653,1.681833
2021-08-28,0.45862317,0.712385,0.6549284,0.6800252
2021-08-29,3.6754596,5.909133,5.177879,5.65252
2021-08-30,2.0884345,2.6073995,2.5265276,2.5811872
2021-08-31,1.6211987,2.198565,2.064546,2.0839655
2021-09-01,2.4720821,3.0031753,2.907748,2.9675658
2021-09-02,0.27267918,0.5035266,0.45117012,0.47027788
2021-09-03,1.8337387,3.0193737,2.6234922,2.7864594
2021-09-04,2.5535746,3.4999886,3.1636605,3.3211641
2021-09-05,2.7699254,3.6254673,3.3987844,3.4413338
2021-09-06,0.53136915,0.75914377,0.6707174,0.69929224
2021-09-07,0.44671395,0.81702316,0.7691789,0.8116347
2021-09-08,2.4032633,4.253111,4.061487,4.1837025
2021-09-09,0.4599823,0.75199205,0.6639727,0.6982487
2021-09-10,0.12989838,0.2513379,0.22446923,0.24622957
2021-09-11,0.9297784,1.8078759,1.5667506,1.6759901
2021-09-12,1.5940132,2.2988987,2.2036805,2.2676861
2021-09-13,1.5956922,3.040484,2.711265,2.8863425
2021-09-14,1.7292267,2.7546356,2.4443715,2.4551477
2021-09-15,2.244658,2.9275246,2.7887826,2.8502414
2021-09-16,1.3513799,2.1413767,1.8069841,1.9805174
2021-09-17,2.7794688,4.1288013,3.6508324,4.004313
2021-09-18,0.6259587,0.9676181,0.86973715,0.9378586
2021-09-19,0.017865235,0.03799727,0.033545546,0.033842266
2021-09-20,0.060331542,0.19487739,0.13799556,0.16280468
2021-09-21,0.0036034733,0.013779104,0.011259317,0.013263524
2021-09-22,0.14976896,0.41032135,0.30154735,0.3269814
2021-09-23,1.554176,2.4007394,2.138269,2.3438663
2021-09-24,2.8485243,3.70112,3.5252285,3.6042566
2021-09-25,3.232662,4.3671165,3.6842968,3.7397356
2021-09-26,3.7845223,5.0192013,4.4324684,4.639954
2021-09-27,3.263605,4.889395,4.542904,4.718722
2021-09-28,2.6185968,4.355627,3.8624983,4.131152
2021-09-29,3.1216857,5.31236,4.523267,4.793792
2021-09-30,3.936741,4.7004323,4.3862967,4.488674
2021-10-01,3.2088182,4.2552514,4.04697,4.117511
2021-10-02,2.83931,3.7049313,3.349037,3.3842475
2021-10-03,0.97151214,1.4871769,1.3407797,1.3687437
2021-10-04,1.3744059,2.3041072,2.0062528,2.1203399
2021-10-05,0.84103304,1.2569897,1.1300769,1.2009422
2021-10-06,3.0779078,3.6735663,3.2638958,3.3220346
2021-10-07,1.583478,2.281908,2.0228882,2.0565276
2021-10-08,0.8700858,1.4747568,1.2285038,1.3577443
2021-10-09,1.4902916,2.1774135,1.758388,1.8825867
2021-10-10,0.7689999,1.3234987,1.0715332,1.0860429
2021-10-11,0.20970492,0.5348402,0.4230659,0.46477818
2021-10-12,0.20163508,0.37632808,0.35831332,0.36312377
2021-10-13,0.1938657,0.29027015,0.22244789,0.22577289
2021-10-14,1.8503147,2.716999,2.5305073,2.6753182
2021-10-15,1.7716659,2.8874388,2.443213,2.6176126
2021-10-16,4.118816,6.178279,5.4328017,5.4725204
2021-10-17,0.98762816,2.0705729,1.7863556,1.9536709
2021-10-18,2.1355984,3.561823,3.3001068,3.412819
2021-10-19,0.845006,1.2732737,1.1111434,1.2237661
2021-10-20,0.29303324,0.5442016,0.49917474,0.50770754
2021-10-21,1.649712,2.769608,2.4708114,2.7031345
2021-10-22,0.87425905,1.269529,1.1375319,1.2064238
2021-10-23,2.482845,3.609305,2.842246,3.0393646
2021-10-24,1.481748,1.8007159,1.7219316,1.7508488
2021-10-25,0.7040613,0.87146,0.7893166,0.83001274
2021-10-26,2.467659,2.8286607,2.7688823,2.7954948
2021-10-27,2.867232,3.6316993,3.5703773,3.6107516
2021-10-28,2.3854816,3.4178274,3.045041,3.0693586
2021-10-29,3.1406772,4.0032268,3.7664845,3.8206553
2021-10-30,0.03540286,0.16108826,0.108952075,0.123486295
2021-10-31,0.7903011,2.0320787,1.7629572,1.861408
2021-11-01,0.7721653,1.1025667,1.0571375,1.0870078
2021-11-02,2.157162,3.299956,2.8307354,2.947801
2021-11-03,1.1874752,1.6689925,1.4504573,1.4706278
2021-11-04,0.55223244,0.88263905,0.74055195,0.8398208
2021-11-05,0.3046203,0.40254295,0.3495872,0.36858281
2021-11-06,0.19964446,0.3939733,0.35526678,0.3757173
2021-11-07,0.8181874,1.4068292,1.2441636,1.3861642
2021-11-08,1.3857498,1.9567304,1.7925439,1.9252993
2021-11-09,1.680615,2.521009,2.2238073,2.365716
2021-11-10,1.3146981,1.8992372,1.5889676,1.7059036
2021-11-11,2.467327,3.5544667,3.1692944,3.409316
2021-11-12,2.5020828,3.212031,3.0694926,3.0946927
2021-11-13,1.3787049,1.8389449,1.7920301,1.8029584
2021-11-14,1.4121746,2.2014635,2.1598272,2.1900287
2021-11-15,2.815256,3.8975434,3.6230996,3.7455695
2021-11-16,2.6651793,3.427116,3.240774,3.3464744
2021-11-17,0.7727509,1.6224675,1.2767043,1.5111289
2021-11-18,2.2449372,3.790134,2.8214767,3.1595418
2021-11-19,1.3807473,2.204425,1.7298015,1.8873293
2021-11-20,3.9117892,5.3053904,5.0205727,5.0757556
2021-11-21,1.148275,2.2240522,1.9709878,2.1626117
2021-11-22,1.3071145,1.8392745,1.6661797,1.7870225
2021-11-23,1.077337,1.7167232,1.5330569,1.5740279
2021-11-24,0.8384544,1.622136,1.3961874,1.5815794
2021-11-25,1.160873,1.8641458,1.5105724,1.7298236
2021-11-26,3.6117842,4.531119,4.2513094,4.410106
2021-11-27,1.701809,2.1158297,1.9792839,2.096818
2021-11-28,2.2309122,3.445875,3.0071857,3.3743424
2021-11-29,1.9810505,2.4019175,2.3421564,2.3629894
2021-11-30,1.0603093,1.8545665,1.6106453,1.7355411
2021-12-01,0.5201399,1.1059285,0.9240244,1.0426836
2021-12-02,0.24362998,0.55159557,0.35834572,0.45021605
2021-12-03,1.5885711,2.0909376,1.9587024,2.015762
2021-12-04,4.6135907,5.9346023,5.894166,5.9235487
2021-12-05,4.5840087,5.831141,5.554446,5.6677866
2021-12-06,0.89004296,1.220957,1.1048146,1.1696703
2021-12-07,0.5166363,1.0411544,0.87750167,1.0082145
2021-12-08,1.3775983,2.0323246,1.7821699,1.9008671
2021-12-09,3.7157478,5.0765266,4.746381,5.027777
2021-12-10,3.3722436,4.405077,3.9451394,4.1181026
2021-12-11,2.1266346,2.8472042,2.729326,2.7936246
2021-12-12,2.9843655,3.6878695,3.3295684,3.4917612
2021-12-13,3.0098658,3.9344301,3.6043646,3.7212048
2021-12-14,3.038758,4.2132354,3.9458315,4.08141
2021-12-15,4.055411,6.6967397,6.2725143,6.6457005
2021-12-16,3.7789924,4.6840982,4.3902507,4.4572263
2021-12-17,2.7984211,3.933794,3.3798602,3.7349703
2021-12-18,2.4263194,3.2245593,2.9384038,3.0933475
2021-12-19,2.9664423,4.3727612,3.9235597,4.076688
2021-12-20,1.8202277,2.256435,2.1319005,2.2156303
2021-12-21,2.547486,3.324123,3.0616994,3.145888
2021-12-22,1.9204899,2.6772313,2.3906322,2.6375155
2021-12-23,1.6869923,2.2872798,2.0440147,2.1166823
2021-12-24,0.42948332,0.64766705,0.62875116,0.6448902
2021-12-25,2.7525265,3.423419,3.2180812,3.290274
2021-12-26,8.087988,11.631215,10.980133,11.394756
2021-12-27,3.229086,3.989976,3.8454633,3.9264255
2021-12-28,1.0397152,1.3802499,1.313395,1.3480306
2021-12-29,0.29337284,0.8660222,0.7119424,0.8317364
2021-12-30,2.4482133,3.7232242,3.0419714,3.1870146
2021-12-31,0.72673947,1.0638156,0.91959643,1.0277805
2022-01-01,0.99672604,1.3283765,1.1977472,1.2390443
2022-01-02,3.552635,5.058761,4.503842,4.773144
2022-01-03,3.2478254,4.4215136,4.13377,4.35997
2022-01-04,1.9068785,3.1061063,2.5922544,2.784597
2022-01-05,2.5893078,3.0181668,2.9162698,2.9614859
2022-01-06,2.1914566,3.7273903,2.8405547,3.2332182
2022-01-07,2.1447527,2.9463274,2.818831,2.8274815
2022-01-08,0.54138476,1.0254085,0.9355701,0.9700343
2022-01-09,0.30931678,0.5448371,0.47339648,0.5297638
2022-01-10,3.412428,5.521004,4.5482545,4.9257274
2022-01-11,2.5093687,3.0934267,3.0031245,3.0766408
2022-01-12,3.5010793,4.4605584,3.8675323,4.0376782
2022-01-13,8.87123,11.548696,10.485651,10.677266
2022-01-14,5.8678207,8.266735,7.352871,7.901605
2022-01-15,18.311474,31.122316,28.368736,29.268196
2022-01-16,6.3307586,13.481077,11.061211,12.322454
2022-01-17,1.2241194,1.5070604,1.4354221,1.4607432
2022-01-18,0.39053443,0.5922867,0.5452669,0.55157614
2022-01-19,0.012454421,0.09372085,0.01328066,0.08128565
2022-01-20,1.7325429,2.5240197,2.3603902,2.4515538
2022-01-21,1.9385694,2.3484278,2.3175373,2.3356397
2022-01-22,2.0919209,2.6948428,2.5107749,2.6171837
2022-01-23,1.4316913,2.3291364,2.1073058,2.1840475
2022-01-24,0.6128396,1.0924444,1.015509,1.0683994
2022-01-25,1.6013697,2.3856976,2.1047425,2.2197201
2022-01-26,3.5108688,5.7004128,4.8640347,5.514825
2022-01-27,4.6426444,7.659964,7.2304883,7.3607216
2022-01-28,11.251428,14.929602,13.647744,13.882766
2022-01-29,9.428321,14.2645445,12.438488,13.728299
2022-01-30,2.286495,2.7094324,2.6273334,2.68855
2022-01-31,2.2941883,3.3344328,3.109828,3.182683
2022-02-01,1.6871167,2.361882,2.0696836,2.2041671
2022-02-02,1.1591847,1.4379508,1.3236653,1.358557
2022-02-03,1.1093768,1.5985719,1.3698694,1.4286352
2022-02-04,1.1748952,2.0164862,1.7234205,1.9145333
2022-02-05,1.1482116,1.9197941,1.7768425,1.8490275
2022-02-06,0.6202626,1.1099333,0.9801535,1.0029236
2022-02-07,0.40388656,0.70032775,0.6163955,0.62736344
2022-02-08,0.23630904,0.57155937,0.4861936,0.49420968
2022-02-09,1.6337074,2.2864213,2.0219407,2.0790474
2022-02-10,0.13908629,0.46875477,0.29200915,0.35134295
2022-02-11,2.1391182,2.6370063,2.5841248,2.6211941
2022-02-12,2.9341955,4.106551,3.492972,3.898029
2022-02-13,2.5079985,3.5346963,3.3439584,3.4237452
2022-02-14,3.8126843,5.1362295,4.785741,4.9025393
2022-02-15,0.99097615,1.8910788,1.7105669,1.8443538
2022-02-16,2.011074,2.8185582,2.467908,2.630745
2022-02-17,4.113954,6.9346275,5.865822,6.3904595
2022-02-18,4.6764474,5.7204485,5.310522,5.32808
2022-02-19,5.793089,8.618698,7.7517095,8.217772
2022-02-20,3.2988207,4.786291,4.311004,4.5588803
2022-02-21,1.2477646,1.9387082,1.6977838,1.8027033
2022-02-22,1.9302732,2.4964097,2.2214508,2.2999141
2022-02-23,2.4986513,3.0099661,2.8681364,2.9302683
2022-02-24,1.786241,2.2086427,2.0939672,2.171835
2022-02-25,1.4410104,2.140402,1.8772539,1.90097
2022-02-26,1.4675027,3.0878477,2.6683495,2.825603
2022-02-27,4.3852096,6.456676,5.9502172,6.3047338
2022-02-28,2.821895,3.827004,3.587448,3.6788247
2022-03-01,1.5583229,2.5806353,2.0537057,2.385076
2022-03-02,2.5192046,2.945803,2.8816726,2.9351552
2022-03-03,3.5220602,4.6611896,4.240383,4.5294647
2022-03-04,10.821788,14.261334,13.672206,13.878919
2022-03-05,14.747551,21.138247,19.043154,20.77385
2022-03-06,2.2037358,3.5708256,3.0880716,3.3083663
2022-03-07,0.75080997,2.2162952,1.6608298,1.7878977
2022-03-08,1.3617945,1.912553,1.7485394,1.8213319
2022-03-09,1.8883446,2.7755044,2.2192671,2.45462
2022-03-10,1.9174038,2.2743487,2.2688482,2.272801
2022-03-11,1.5500101,2.364011,2.0534494,2.2882988
2022-03-12,3.4623034,4.433563,4.251894,4.361129
2022-03-13,3.2544086,4.8764825,4.52283,4.7073274
2022-03-14,4.4174166,5.0210657,4.8850193,4.9834304
2022-03-15,3.476455,4.177514,3.9841774,4.092448
2022-03-16,6.866337,8.498679,7.7699823,8.026419
2022-03-17,3.344776,3.9031103,3.8395083,3.8599572
2022-03-18,3.1650465,4.06044,3.8160946,4.0065618
2022-03-19,2.625481,3.8919332,3.196004,3.4767692
2022-03-20,2.9213965,3.8263583,3.5776887,3.7202768
2022-03-21,11.9859,16.904055,15.545577,16.63732
2022-03-22,21.331533,32.40919,28.174776,29.05022
2022-03-23,10.409923,15.166959,14.548597,14.864251
2022-03-24,6.364223,9.569621,8.682564,8.731624
2022-03-25,2.2982237,3.6232078,2.9101133,3.2159007
2022-03-26,8.040639,10.301291,9.514717,10.139521
2022-03-27,11.06733,15.024974,14.362609,14.684056
2022-03-28,3.1424735,5.208764,4.36881,4.960082
2022-03-29,3.5784485,4.2366996,4.1503086,4.2134194
2022-03-30,3.8887336,5.892582,5.3355584,5.519354
2022-03-31,2.1878502,5.152378,4.434013,4.823491
2022-04-01,1.8169671,3.0438228,2.7872055,2.8386922
2022-04-02,1.5881923,2.6399379,2.2931335,2.3640213
2022-04-03,7.746475,9.496014,9.098896,9.15704
2022-04-04,0.94224614,1.2770464,1.2517772,1.2572079
2022-04-05,2.3273675,4.7266483,3.8698556,4.377231
2022-04-06,2.4791265,3.1060927,3.0442753,3.0739346
2022-04-07,2.1233842,2.9557362,2.7864854,2.9069717
2022-04-08,2.0329216,2.941236,2.5880277,2.7382567
2022-04-09,4.6310863,7.011615,6.4743447,6.7680187
2022-04-10,1.4760308,2.4663363,2.147874,2.289616
2022-04-11,0.36163113,0.5609386,0.49729943,0.5236071
2022-04-12,0.478286,0.9936661,0.8983605,0.9336927
2022-04-13,1.5995382,2.3035855,2.0559125,2.2418823
2022-04-14,0.07562203,0.184986,0.13299733,0.15334189
2022-04-15,0.33660555,0.46481562,0.42841431,0.44776675
2022-04-16,3.668265,5.5925465,4.6233506,5.20272
2022-04-17,3.6002042,4.7992983,4.3228397,4.436875
2022-04-18,0.6740243,1.4113218,1.1106187,1.3163861
2022-04-19,3.068512,4.4518366,4.1694694,4.4161134
2022-04-20,8.068696,16.538265,13.78072,15.904834
2022-04-21,0.90150636,2.1620002,1.4844031,1.7318339
2022-04-22,1.7883583,3.2899187,2.991052,3.2042413
2022-04-23,4.1730776,6.6833744,5.797893,6.0327406
2022-04-24,3.182791,4.980452,4.3474474,4.6753955
2022-04-25,8.680391,11.02658,10.211345,10.352221
2022-04-26,2.5292852,4.208433,3.867755,3.9793286
2022-04-27,1.1049858,2.4658802,2.122139,2.2927327
2022-04-28,4.268718,6.3697476,5.7154493,5.795338
2022-04-29,3.67121,5.498066,4.6597705,5.2317476
2022-04-30,1.4507818,2.070794,1.8027467,2.0129077
2022-05-01,3.6721153,4.9445553,4.4556212,4.5959477
2022-05-02,7.1708465,9.823852,8.997324,9.607092
2022-05-03,3.3504775,4.8805475,4.2581763,4.748198
2022-05-04,3.6371238,4.61154,4.3042536,4.33989
2022-05-05,4.894259,6.3102736,5.9847083,6.13297
2022-05-06,4.8073297,6.754804,6.621919,6.7194486
2022-05-07,5.2932363,8.237962,6.9735184,7.421559
2022-05-08,2.6755245,4.304879,3.7744331,4.0121036
2022-05-09,2.2629194,4.9988055,3.9932492,4.756291
2022-05-10,1.3374949,2.4356782,2.232738,2.2744122
2022-05-11,2.6313338,4.5643625,4.198674,4.512884
2022-05-12,3.960635,6.626569,5.494827,6.0635824
2022-05-13,5.557451,11.204976,9.240532,10.707283
2022-05-14,3.667382,4.898114,4.57681,4.646604
2022-05-15,3.1645358,4.573056,4.277184,4.371585
2022-05-16,1.7056915,2.7028651,2.0829751,2.1382396
2022-05-17,1.4931808,2.2765174,2.0389936,2.1618626
2022-05-18,0.12847862,0.27113706,0.23670419,0.25465673
2022-05-19,0.23081124,0.6326139,0.47712922,0.544323
2022-05-20,5.436606,9.51622,7.866593,8.527739
2022-05-21,2.665262,5.0519857,4.294363,4.6155386
2022-05-22,7.0279617,10.749662,9.426398,9.869004
2022-05-23,8.446044,14.543852,13.073271,14.1962
2022-05-24,11.667844,18.939651,16.905256,18.562374
2022-05-25,14.7534,23.033087,21.022488,22.247276
2022-05-26,9.053493,15.947417,13.556092,15.335735
2022-05-27,12.4836855,17.094358,16.30644,16.557165
2022-05-28,91.20916,117.448586,111.68881,112.75069
2022-05-29,49.865833,93.36182,84.00921,87.90177
2022-05-30,14.132179,17.539616,16.796082,17.088675
2022-05-31,6.393535,8.852001,7.9848375,8.669681
2022-06-01,3.6889741,6.4757056,5.1841702,5.558345
2022-06-02,5.1927686,7.054632,6.382274,6.6551356
2022-06-03,10.027848,13.606825,12.255182,12.478415
2022-06-04,15.21603,21.946943,20.485474,21.768023
2022-06-05,2.9180806,5.3489456,4.684243,5.107202
2022-06-06,5.59897,10.661455,8.761791,9.931151
2022-06-07,5.798034,11.117622,9.39219,10.519645
2022-06-08,2.4940846,3.2196555,3.1044374,3.1748667
2022-06-09,8.58424,11.796778,10.587774,11.344132
2022-06-10,3.1161563,3.675903,3.6199336,3.6724358
2022-06-11,10.3451605,11.666715,11.437188,11.58113
2022-06-12,0.59034306,0.9292133,0.74400675,0.8258371
2022-06-13,0.864353,1.4745905,1.1601869,1.2936751
2022-06-14,2.504567,3.757956,3.4898562,3.746765
2022-06-15,3.8090737,5.8099136,5.1056304,5.4151373
2022-06-16,9.361167,25.916658,19.857693,20.072025
2022-06-17,1.3885006,2.4135919,2.0469282,2.209346
2022-06-18,0.13758586,0.34646505,0.28055358,0.3224465
2022-06-19,1.4708124,2.148352,1.9623523,2.0381951
2022-06-20,7.242571,11.597017,10.57933,11.302198
2022-06-21,1.9644194,3.3003762,2.8972983,3.0021482
2022-06-22,67.88622,96.73755,89.58079,91.05481
2022-06-23,8.480149,14.392647,13.25039,14.085178
2022-06-24,6.892407,10.912884,9.816677,10.762358
2022-06-25,1.2596707,2.5031114,2.16249,2.4139228
2022-06-26,0.34926292,0.8290515,0.696383,0.7720461
2022-06-27,3.022063,7.5613866,5.939322,6.9813385
2022-06-28,2.800319,4.3590174,3.9654815,4.090507
2022-06-29,7.8258286,12.972994,12.125072,12.74689
2022-06-30,3.5537415,6.766517,5.6860137,6.3114667
2022-07-01,10.404054,16.08817,14.55192,15.947007
2022-07-02,11.446727,14.11665,13.92146,13.987769
2022-07-03,7.168262,13.899654,12.171016,12.609
2022-07-04,10.663476,12.6166725,12.206441,12.403862
2022-07-05,5.228495,7.950539,7.2076626,7.43247
2022-07-06,3.3027897,4.8479056,4.286468,4.336885
2022-07-07,9.402194,16.290997,12.873495,15.129074
2022-07-08,5.422792,5.992895,5.8667073,5.953417
2022-07-09,5.5437074,9.1444,8.07745,8.092221
2022-07-10,1.6039168,2.3788002,1.9199569,2.068457
2022-07-11,1.7784462,2.2768154,2.2597668,2.2733865
2022-07-12,1.3235657,2.6388726,2.3642044,2.4534707
2022-07-13,3.947677,5.812734,5.3229733,5.465727
2022-07-14,0.7824275,1.4794453,1.2762659,1.3358765
2022-07-15,2.083631,3.163866,2.7646215,3.0619693
2022-07-16,7.542034,12.265684,10.3095255,11.513931
2022-07-17,5.463983,7.3229017,6.931903,7.132708
2022-07-18,2.1512005,2.8234758,2.5347888,2.6012769
2022-07-19,2.8292491,4.185758,3.7303834,3.7619083
2022-07-20,4.149902,5.378898,5.0329356,5.1911826
2022-07-21,10.169343,16.36476,14.218057,15.347366
2022-07-22,7.8163915,9.981192,9.508638,9.653426
2022-07-23,2.5000896,5.4213777,3.9825041,4.919118
2022-07-24,2.1623247,3.4563828,3.0768652,3.156963
2022-07-25,0.30036393,1.045981,0.8734291,1.0200819
